,Review,Date,Stars,Restaurant
296,"Wonderful ambience, super staff that are there to cater for all ones needs.  The gift is the service, the food exquisite and the wine list to compliment.  Superb.",a year ago, 5 stars ,Cut
297,CUT by Wolfgang Puck is amazing! From great service to great food. Second time dining there and it was just as good as the first. The presentation of everything the restaurant itself to the way food and drinks are presented.,a year ago, 5 stars ,Cut
298,Remarkable in almost every aspect. Quite expensive but appropriate for special occasions or those with unlimited entertainment or F&B budgets.,a year ago, 4 stars ,Cut
299,"Fantastic steaks. This branch is even better than the original Los Angeles branch. Friendly staff, beautiful ambiance in the restaurant and worth every cent.",a year ago, 5 stars ,Cut
300,Great food. Great Steaks. Excellent Service,a year ago, 5 stars ,Cut
301,"Beautiful restaurant, amazing decor. The ambiance is quite formal and lighting is a bit dark. Good for special occasion and celebration. Had the sampling platter and it was great.",a year ago, 5 stars ,Cut
302,,a year ago, 5 stars ,Cut
303,The best steak ever in singapore!!! A bit pricey but the taste you no need to ask!!!also the portion so big!!so it is good also if you want to sharing,a year ago, 5 stars ,Cut
304,,a year ago, 4 stars ,Cut
305,Great service! The chef willing to make impossible bolognese pasta!,a year ago, 5 stars ,Cut
306,"Incredible ambience, service and mouth watering selection of food impeccably presented by highly trained staff. Warning though that this comes at a cost so be prepared to spend around $300-$500 per person.",a year ago, 5 stars ,Cut
307,,a year ago, 5 stars ,Cut
308,Excellent food and very good service!,a year ago, 5 stars ,Cut
309,By far one of the best places in MBS for dinner. We sat at the bar which was much easier to get seats. …,a year ago, 5 stars ,Cut
310,"Food quality is truly top notch, service was a bit bumpy because it was the pre theatre rush, already looking forward to my next meal at Cuy",a year ago, 4 stars ,Cut
311,"Food was excellent, steak incredible and service outstanding.",a year ago, 5 stars ,Cut
312,"(Translated by Google) Delicious, excellent service. 100% recommendable. It is not better for him to go with children since he does not have a special menu or games; However, if they can enter without i. bearing the age at any time and they …",a year ago, 5 stars ,Cut
313,"(Translated by Google) Excellent place

(Original)
Excelente lugar",a year ago, 5 stars ,Cut
314,Totally over the top...pricing for what they offer!,a year ago, 2 stars ,Cut
315,,a year ago, 3 stars ,Cut
316,,a year ago, 5 stars ,Cut
317,,a year ago, 5 stars ,Cut
318,Nice environment and good food. Great service too,a year ago, 5 stars ,Cut
319,,a year ago, 5 stars ,Cut
320,Always the best!,a year ago, 5 stars ,Cut
321,Minus one star for cocktails,a year ago, 4 stars ,Cut
322,,a year ago, 5 stars ,Cut
323,,a year ago, 5 stars ,Cut
324,,a year ago, 5 stars ,Cut
325,Friendly service,a year ago, 4 stars ,Cut
326,,a year ago, 5 stars ,Cut
327,"(Translated by Google) The meat is very soft and delicious.

(Original)
お肉がとてもやわらかくておいしい。",a year ago, 4 stars ,Cut
328,"Lovely atmosphere, attentive staff & excellent food. I had a fantastic steak again. I love this restaurant because of the tasty food.",a year ago, 5 stars ,Cut
329,,a year ago, 5 stars ,Cut
330,"Great food, nice atomsphere, pricey",a year ago, 4 stars ,Cut
331,,a year ago, 5 stars ,Cut
332,"If you are meat lover, I’d recommend this restaurant. Also verything was so delicious even all kinds of breads are surprisingly awesome!",a year ago, 5 stars ,Cut
333,,a year ago, 5 stars ,Cut
334,Best,a year ago, 5 stars ,Cut
335,Crowded even on a weekday dinner. Good service but dinning area is a little noisy to have a decent conversation,a year ago, 4 stars ,Cut
336,Awesome potterhouse steak and kale was yummy!! Fabulous service! I give full 5🌟 +1⭐,a year ago, 5 stars ,Cut
337,,a year ago, 3 stars ,Cut
338,"Eaten steak all over the world and can’t say I’ve had a better one than in here. Immense rib eyes still rare but had a lovely flavoursome char, the Yukon gold mash was sublime and the creamed spinach was perfect - can’t fault it. …",a year ago, 5 stars ,Cut
339,Yummy steak and great services. quite pricy though.,a year ago, 5 stars ,Cut
340,,a year ago, 5 stars ,Cut
341,,a year ago, 5 stars ,Cut
342,,a year ago, 5 stars ,Cut
343,"It was definitely pricey,  but it was absolutely delicious,  and the service was great. Everything was SO good, the food, the wine,  the coffee,  the breadsticks...yum!
Highly recommend.",a year ago, 5 stars ,Cut
344,,a year ago, 4 stars ,Cut
345,,a year ago, 5 stars ,Cut
346,"For a fancy dining place, the service here is subpar. Food is merely OK, and bill is on the high side.",a year ago, 3 stars ,Cut
347,My son brought me to this Michelin guide restaurant on my birthday. The ambience is good but I found it to be too dark for eating my food. The staff are attentive and please don't eat too much of their bread because they are too good and …,a year ago, 5 stars ,Cut
348,"Nice food, and good quality of services",a year ago, 5 stars ,Cut
349,"We didn't have a reservation and the restaurant front desk staff accommodated us with seats at the bar where we were attended too by ""Orman"". he was absolutely amazing!!! Even though they were choc a block busy- he was extremely attentive …",a year ago, 5 stars ,Cut
350,,a year ago, 4 stars ,Cut
351,Dont feel that the beef taken is the best cut considering the price we pay.,a year ago, 4 stars ,Cut
352,"When I'm in the States, I eat red meat most days, so I've been craving a decent steak. Popping into Cut for a drink and a bite after work was the best decision I've made this year.  We didn't have a reservation, so we dined at the bar. …",a year ago, 5 stars ,Cut
353,Wine dinner with friends. Perfect ambiance.,a year ago, 5 stars ,Cut
354,Very nice place for drinks,a year ago, 4 stars ,Cut
355,,a year ago, 5 stars ,Cut
356,,a year ago, 4 stars ,Cut
357,"Exquisite food, good wines brilliant service",a year ago, 5 stars ,Cut
358,Meat is great. An amazing place,a year ago, 5 stars ,Cut
359,,a year ago, 5 stars ,Cut
360,"at CUT again, had a very pleasure dining experience with excellence and friendly services by Sam and Christine.",a year ago, 5 stars ,Cut
361,"Impeccable food, wine. Try the new pork belly starter with the house cocktail of plum wine, champagne and gin",a year ago, 5 stars ,Cut
362,"Loved it! If you're a steak lover, you have to visit. Really exceptional steak, but everything was delicious.  I had the poached pear appetizer (which was out of the norm for me), and it was absolutely delicious!  If I had to fault anything …",a year ago, 5 stars ,Cut
363,,a year ago, 5 stars ,Cut
364,"Celebrated my fiancée birthday at CUT. I would strongly recommend a early reservation as I could only get a table at 930pm when I book 2 days before.  After dining here, i can understand their popularity.  Steaks are great and service is …",a year ago, 5 stars ,Cut
365,spectacular! what a fantastic experience with super service. The space is lovely with a great ambience.  Food is very good with a good wine selection.  I will be back.,a year ago, 5 stars ,Cut
366,,a year ago, 5 stars ,Cut
367,,a year ago, 5 stars ,Cut
368,,a year ago, 3 stars ,Cut
369,,a year ago, 5 stars ,Cut
370,,a year ago, 5 stars ,Cut
371,"Excellent experience, had the early CUT menu, outstanding. Great service as well",a year ago, 5 stars ,Cut
372,,a year ago, 5 stars ,Cut
373,One of the best steak in town..they guaranteed it from the well known reputation of mr. Wolfgang Puck..the food is great..the service is excellent eventhough we must pay a high price for it..it worth every penny..it seems like the waiter is more friendly and more proud to serve western people rather than asian people,a year ago, 5 stars ,Cut
374,,a year ago, 5 stars ,Cut
375,"Fantastic service , beautiful steaks , good food & ambience. Highly recommend this to anyone looking for a great experience",a year ago, 5 stars ,Cut
376,"(Translated by Google) Nice place eaten well

(Original)
Bel posto mangiato bene",a year ago, 5 stars ,Cut
377,My husband surprised me with a reservation at this cozy restaurant for our anniversary. The staff gave us a complimentary greeting plated with a slice of their dessert and.  I love how they prepare our steak and and it is best paired with their wine. I am happy that my husband decided to celebrate our milestone at this lovely place.,a year ago, 5 stars ,Cut
378,,a year ago, 4 stars ,Cut
379,"Good steak, great drinks and fantastic ambiance!
Will be back to try their Japanese Wagyu♡",a year ago, 4 stars ,Cut
380,,a year ago, 5 stars ,Cut
381,"Good food, good service

Wish they open for lunch!",a year ago, 5 stars ,Cut
382,,a year ago, 5 stars ,Cut
383,good place but rather expensive,2 years ago, 3 stars ,Cut
384,Had a wonderful dining experiences. Service staff Sam was indeed prompt and attentive. Received a pleasant surprise from him when he knew My daughter was celebrating her birthday. A small gesture yet meaningful to us.,2 years ago, 5 stars ,Cut
385,,2 years ago, 4 stars ,Cut
386,,2 years ago, 4 stars ,Cut
387,,2 years ago, 4 stars ,Cut
388,,2 years ago, 4 stars ,Cut
389,,2 years ago, 5 stars ,Cut
390,Excellent food! Expensive but worth it,2 years ago, 5 stars ,Cut
391,,2 years ago, 4 stars ,Cut
392,Amazing service! And the best meat in Singapore! Loved this restaurant and the straff! So cozy and nice crew! Next time i come to Singapore i will be eating there every night!,2 years ago, 5 stars ,Cut
393,,2 years ago, 3 stars ,Cut
394,"Great food, ambiance, cocktails and service.  But the price is a bit outrageous by even Singapore standards.  However, it does not seem to stop them from filling the tables.  Had a wonderful evening with friends.",2 years ago, 4 stars ,Cut
395,a table was booked for my family and friends to have a mini birthday celebration for my dad. we have dined at wolfgang cut a few times now and i have to say the service and attitude we were provided with last night was very disappointing. …,2 years ago, 1 star ,Cut
396,,2 years ago, 5 stars ,Cut
397,"Long overdue review but i can say , the team at Cut gave me & my wife the best attention in service , well done steaks , good food & ambience. Will recommend my friends to Cut .",2 years ago, 5 stars ,Cut
398,Simply delicious. Service is excellent. Enjoyed my meal so much.,2 years ago, 5 stars ,Cut
399,"Not sure about the beef since I don’t eat meat. Vegetarian options available (namely
One salad and some sides). No fish options sadly. Probably my first and last …",2 years ago, 3 stars ,Cut
400,,2 years ago, 3 stars ,Cut
401,"At this price, you expect nothing but the best and Wolfgang delivers. Unfortunately the service was somewhat lacking for such a high profile restaurant and the restaurant lacks the ambience of a nice, fine dining restaurant. If you’re just here for a great steak, then you’ve came to the right place.",2 years ago, 4 stars ,Cut
402,,2 years ago, 5 stars ,Cut
403,"(Translated by Google) Advanced service
Honeymoon surprise
The taste of the appetizer is quite delicious. …",2 years ago, 4 stars ,Cut
404,"On a Friday night, without booking, luckily there’s table here at a awarded popular restaurant in town. …",2 years ago, 4 stars ,Cut
405,"(Translated by Google) That was really expensive, but if you look at the magnificent ambience, the huge steaks of the highest quality and the friendly, fast service, then the prices are more than relativized. It was a cheap evening, the …",2 years ago, 5 stars ,Cut
406,,2 years ago, 5 stars ,Cut
407,CUT by Wolfgang Puck,2 years ago, 3 stars ,Cut
408,"(Translated by Google) It was the best dinner. An impeccable atmosphere, excellent food, excellent wines and excellent service. It's a bit pricey, but it's a steak at least once. …",2 years ago, 5 stars ,Cut
409,,2 years ago, 5 stars ,Cut
410,Wonderful experience,2 years ago, 5 stars ,Cut
411,"(Translated by Google) Aged meat steak was super delicious.
Wagyu beef was usually delicious, but at a level that can be eaten in Japan. …",2 years ago, 5 stars ,Cut
412,The service is great and the food is great! Price could be your consideration :),2 years ago, 5 stars ,Cut
413,Best beef ever,2 years ago, 5 stars ,Cut
414,"Above average steak but with that price point, there are many other options. Nice ambiance.",2 years ago, 4 stars ,Cut
415,"Simply the best steak, we had the USDA filet Mignon and Sirloin (halal options).  Lobster handmade tagliatelle combined with their bread offerings (olive and onion focaccia) were delectable.  I would love for the desserts to have an additional scoop of ice cream and sorbet.  A memorable and delicious experience.",2 years ago, 5 stars ,Cut
416,,2 years ago, 5 stars ,Cut
417,Dry aged longhorn and the japanese wagyu were excellent. Souffle is good if you’re a serious chocolate lover but the baked alaskan kaya is definitely the killer ! …,2 years ago, 4 stars ,Cut
418,"There’s a lot of fancy steak houses in Singapore where the steak at each of them is delicious. What sets the cut apart is that everything the serve you, even down to the breadsticks are incredible. …",2 years ago, 5 stars ,Cut
419,Still my favourite place for a good piece of meat. Never been disappointed here.,2 years ago, 5 stars ,Cut
420,,2 years ago, 4 stars ,Cut
421,"Absolutely the best USDA prime rib eye I’ve ever had, and cooked perfectly medium rare. Wolfgang red blend wine also amazing and such a perfect pairing to the steak. The downside is the table too closed one another, the light too dimmed, music too loud, and the price tag is steep.",2 years ago, 4 stars ,Cut
422,".
Excellent steak as expected but what sets it apart from other steakhouse is its impeccable service.",2 years ago, 5 stars ,Cut
423,"Had dinner here for my birthday celebration. Really impressed by the level of service, attention to detail and friendliness of the staff. Also really appreciate them taking the time to sign the card with well-wishes inside. The steak was …",2 years ago, 5 stars ,Cut
424,,2 years ago, 4 stars ,Cut
425,"I think me & my wife had the best steak ever, it was very tender and delicious. Their steak sauce (sorry I can’t recall the name) was nice, although eating the steak with simple salt and pepper was also recommended. The staffs recommended sweet corn for sides, which became terrific additions. Oh and their service was outstanding.",2 years ago, 5 stars ,Cut
426,,2 years ago, 3 stars ,Cut
427,I loved all the flavoring and the service. I enjoyed the food and would come back here.,2 years ago, 5 stars ,Cut
428,Super expensive but definitely worth the money. Excellent dinner.,2 years ago, 5 stars ,Cut
429,"Perfection! Attention into detail. The food was amazing and their staff really made sure that we had an extraordinary time. The service was excellent, from the host to the bartender and the Sommelier. …",2 years ago, 5 stars ,Cut
430,,2 years ago, 5 stars ,Cut
431,,2 years ago, 3 stars ,Cut
432,Really blessed with their level of service and attention to details to your needs. We celebrated our anniversary here and they staff took the extra time to sign an anniversary card for us. We are also offered a cool desert for it. The food …,2 years ago, 4 stars ,Cut
433,,2 years ago, 4 stars ,Cut
434,Had a great experience with my wife for our anniversary. Steak is fantastic with different types of steaks and cuts available. I ordered the New York Sirloin with pepper sauce (additional charge for sauce) but I ended up having it with just …,2 years ago, 5 stars ,Cut
435,,2 years ago, 4 stars ,Cut
436,"nice ambience, amazing feeling with bone marrow flan as starter, very well aged meat, juicy just as it is,no need additional flavour. the seabass is quite tasty too,flavourful. dessert - kaya baked Alaska is awesome. lastly expect some pricy food.",2 years ago, 4 stars ,Cut
437,LOVED the star here. Service was exquisite. But do expect to pay premium for all these. (Y),2 years ago, 5 stars ,Cut
438,"(Translated by Google) Overwhelming mood, good location, great prices, plain taste. …",2 years ago, 3 stars ,Cut
439,Service is impeccable. We are from Australia and I can say that this is beyond overrated and priced. We have been to numerous award winning steak restaurants in Australia and the food was exactly the same without the price tag. Guess you …,2 years ago, 3 stars ,Cut
440,,2 years ago, 5 stars ,Cut
441,Expensive but high quality meat,2 years ago, 5 stars ,Cut
442,"In my opinion the best steakhouse ever. No fancy sauces, no elaborated spices or condiments; just steak served on a plain white plate but each bite was an explosion of flavours. So juicy, so tender, so flavourful. Out of this world. You haven't had real beef if you have not tried Cut.",2 years ago, 5 stars ,Cut
443,Super Luxe restaurant. Very high end. Very pricey. Attentive and friendly staff.,2 years ago, 5 stars ,Cut
444,"Opened by celebrity chef Wolfgang Puck, this modern steakhouse at Marina Bay Sands impresses with its swanky interiors and quality service. While the appetisers alone are enough to entice, we suggest saving room for the main affair—their …",2 years ago, 5 stars ,Cut
445,"(Translated by Google) It is the house where I want to ""cut"" the real Wolf River puck.
I reserved this house in 2014 but could not because I could not think of the …",2 years ago, 2 stars ,Cut
446,Everything was well seasoned and tasty,2 years ago, 5 stars ,Cut
447,Love the chops here,2 years ago, 4 stars ,Cut
448,It was a gastronomic experience & we were blown away by not only the quality of the food but also their service. The food was excellent. We were serve bread stick and gougere at the beginning. And some different type of bread before our …,2 years ago, 5 stars ,Cut
449,Best Steak in Singapore. Incredible wine selection. Once a month hangout!,2 years ago, 5 stars ,Cut
450,,2 years ago, 4 stars ,Cut
451,"Too expensive, and bad service",2 years ago, 2 stars ,Cut
452,"Been here countkess times as always food is consistent, service is top notch and cocktails are amazing.",2 years ago, 5 stars ,Cut
453,,2 years ago, 4 stars ,Cut
454,Fabulous steaks with a price tag,2 years ago, 5 stars ,Cut
455,"Great service, staff were extremely helpful and professional. Food is awesome, def a must come at least once. Of course prices are on a higher end, but its all worth it",2 years ago, 5 stars ,Cut
456,,2 years ago, 5 stars ,Cut
457,,2 years ago, 5 stars ,Cut
458,Excellent service and obviously amazing food,2 years ago, 5 stars ,Cut
459,"Very descent restaurant, high quality meat, fine wine, but too expensive. Somewhat overrated for the value you get. Staff is good, but not excellent. Don't get me wrong, you will have a very proper dinner with CUT.",2 years ago, 3 stars ,Cut
460,,2 years ago, 5 stars ,Cut
461,"Fantastic cocktail, good steak just to much fat, poor oyster. worth to try but don't hope too high.",2 years ago, 5 stars ,Cut
462,"Was there for my birthday celebration and I gotta say their service was exceptional! Probably one of the best I have experienced! Special mention to Sam, Kristine, and LM for their wonderful service! Me and my wife were very well taken care …",2 years ago, 5 stars ,Cut
463,"Easily the best steakhouse by miles in this Island state and in non Japan Asia ...impeccable service, great meats and fanatics sides. A true American export that has been faithfully replicated and adhered to not only in terms of look and feel but in the quality of the food. Great wine list!",2 years ago, 5 stars ,Cut
464,,2 years ago, 5 stars ,Cut
465,,2 years ago, 4 stars ,Cut
466,Eat meat!,2 years ago, 4 stars ,Cut
467,,2 years ago, 5 stars ,Cut
468,Beef was well cooked. Bone marrow was one of the best I've had so far.,2 years ago, 5 stars ,Cut
469,Yummy!,2 years ago, 5 stars ,Cut
470,,2 years ago, 4 stars ,Cut
471,Absolutely stellar service and wonderful food. They surprised us with a complimentary personalized birthday dessert and even a card! Highly recommended.,2 years ago, 5 stars ,Cut
472,,2 years ago, 5 stars ,Cut
473,(Translated by Google) The T-bone steak was huge and it was delicious! It became a good memory of the trip ~ ♬♬ …,2 years ago, 5 stars ,Cut
474,,2 years ago, 2 stars ,Cut
475,,2 years ago, 5 stars ,Cut
476,Really nice ambiance and wonderful service. But the steaks weren't good. We had the Japanese Wagyu and the Porterhouse Steak. They weren't superb unfortunately. The quality of meats at CUT in LA for example is far superior.,2 years ago, 3 stars ,Cut
477,,2 years ago, 3 stars ,Cut
478,,2 years ago, 5 stars ,Cut
479,,2 years ago, 5 stars ,Cut
480,One of the best restaurants in Marina Bay,2 years ago, 5 stars ,Cut
481,Amazing food. Good portions and worth the price. The wait is worth it. Service is excellent.,2 years ago, 5 stars ,Cut
482,Had my birthday dinner at Cut last Thursday evening. We had tickets to see Matilda so we had the early dinner set menu (order before 7 or 730pm) and the server for our table made sure we got our main meal on time. Did not have time to …,2 years ago, 5 stars ,Cut
483,great nite out - meal and experience was amazing!,2 years ago, 5 stars ,Cut
484,"The food was great, but I'm not sure if it's mostly the food that's good or the service. Sometimes the service seems quite over the top. It is a restaurant inside a mall afterall below ground level. Don't expect a classic entry as I was disappointed by having to navigate a giant mall for this one meal.",2 years ago, 3 stars ,Cut
485,Brilliant wagyu steaks . Uncle Sam did a  wonderful job two nights running.  I have 300 Wagyu cows  in Australia so I know when I get a good Wagyu steak.,2 years ago, 5 stars ,Cut
486,,2 years ago, 5 stars ,Cut
487,Go for the Snake river farm steaks,2 years ago, 5 stars ,Cut
488,"We went without a booking and we are a small eater. I find there is nothing really special to deserve such an expensive price tag. The steak is actually not bad, but the service attitude is below my expectation. Especially when the food is …",2 years ago, 2 stars ,Cut
489,My favourite steak in sgp.. enough said..,2 years ago, 5 stars ,Cut
490,,2 years ago, 4 stars ,Cut
491,,2 years ago, 5 stars ,Cut
492,,2 years ago, 4 stars ,Cut
493,,2 years ago, 4 stars ,Cut
494,,2 years ago, 4 stars ,Cut
495,,2 years ago, 5 stars ,Cut
496,,2 years ago, 5 stars ,Cut
497,Nice cocktails,2 years ago, 5 stars ,Cut
498,"Awesome food and friendly staff.
Best thing is they have kids specialty food that kids love and let grown ups enjoy a wonderful evening.",2 years ago, 5 stars ,Cut
499,"Everything from the service to the food exemplified fine dining. Attentive service from a friendly but not intrusive staff, an amazing bread selection, a great selection of wine (I went with a Chiliean), a wagyu that was just the right …",2 years ago, 5 stars ,Cut
500,Lovely food and staff very attentive,2 years ago, 5 stars ,Cut
501,,2 years ago, 5 stars ,Cut
502,,2 years ago, 4 stars ,Cut
503,,2 years ago, 5 stars ,Cut
504,"(Translated by Google) Melting in your mouth ....... JMT ..
Japanese wagyu lily and filet mignon are wonderful! …",2 years ago, 5 stars ,Cut
505,"Stopped by after the binance conference and had a terrible experience. The staff was pretentious. The wine that came with the family set tasted like rubbing alcohol, no depth, no taste. The steak was smaller than advertised. The steak was …",2 years ago, 1 star ,Cut
506,,2 years ago, 5 stars ,Cut
507,,2 years ago, 5 stars ,Cut
508,"Disappointment. Overcooked two 330 SGD ribeyes. Very impersonal and frankly rude service. When I arrived 15 minutes early, the hostess told us 'we could come back later'. The mustard was thrown on the table without any explanation. Same …",2 years ago, 1 star ,Cut
509,,2 years ago, 4 stars ,Cut
510,,2 years ago, 5 stars ,Cut
511,"The beef here is simply awesome, from the dry aged to the USDA prime ribeye, just take your pick and I believe you cannot go wrong. The best way for the meat to be cooked is still medium rare. Among all the sides I highly recommend, die die …",2 years ago, 5 stars ,Cut
512,perfect steak..!! had lobster there too before.. can't have better anywhere..,2 years ago, 5 stars ,Cut
513,,2 years ago, 5 stars ,Cut
514,,2 years ago, 4 stars ,Cut
515,,2 years ago, 5 stars ,Cut
516,If you guys have the money to spend then you could consider this restaurant. The steak was done perfectly as a michelin starred steakhouse. Their pork belly was to die for and left me craving for more. Another memorable dish was the kaya …,2 years ago, 5 stars ,Cut
517,,2 years ago, 5 stars ,Cut
518,"Good Steak House , Great Vined and Grappas .",2 years ago, 4 stars ,Cut
519,,2 years ago, 5 stars ,Cut
520,Visited Cut a couple of times. I still feel that is the best steak in Singapore with impeccable service and ambiance is incredible. This place is expensive but worth for special celebrations. The wine list is impressive. …,2 years ago, 5 stars ,Cut
521,,2 years ago, 5 stars ,Cut
522,,2 years ago, 5 stars ,Cut
523,,2 years ago, 4 stars ,Cut
524,A world class restaurant. And I am a fussy ethical vegetarian ! Pucks take a bow for the Lobster- even our American guests were impressed.,2 years ago, 5 stars ,Cut
525,"Best place to dine, especially if you are looking for perfectly grilled steaks / meats.",2 years ago, 5 stars ,Cut
526,,2 years ago, 4 stars ,Cut
527,Amazing food. I always order the bone marrow flan and steak.,2 years ago, 5 stars ,Cut
528,,2 years ago, 5 stars ,Cut
529,"Food, service and ambiance is incredible. This place is expensive though so more for a special occasion. Go on a Tuesday around 6pm for half price on their signature cocktail the ‘Rough Love’. Easily one of the most delicious cocktails on the island. Their bar snacks are delicious too. Their French fries are sinful but so yummy!",2 years ago, 5 stars ,Cut
530,very fairly priced early cut menu,2 years ago, 4 stars ,Cut
531,The good was great and yummy . The service was excellent . The ambiance is so nice,2 years ago, 5 stars ,Cut
532,Came for drinks. Cocktails arw super strong and will kill if you are not careful,2 years ago, 4 stars ,Cut
533,,2 years ago, 3 stars ,Cut
534,,2 years ago, 5 stars ,Cut
535,,2 years ago, 5 stars ,Cut
536,,2 years ago, 5 stars ,Cut
537,Great steaks!. Went back and the steaks are still great. But service and other dishes have fallen in quality.,2 years ago, 3 stars ,Cut
538,,2 years ago, 4 stars ,Cut
539,Delicious steak!,2 years ago, 4 stars ,Cut
540,"Great Restaurant very close to the MBS.
Delicious food. Good service.",2 years ago, 4 stars ,Cut
541,,2 years ago, 4 stars ,Cut
542,"Pork and chicken are excellent.
Beef is so so for me perhaps because I don't take anything less than medium...hence less tender and quite well done on the inside..but taste is acceptable. …",2 years ago, 4 stars ,Cut
543,Wonderful steaks,2 years ago, 5 stars ,Cut
544,Snow beef was amazing. Can't wait to be back.,2 years ago, 4 stars ,Cut
545,,2 years ago, 5 stars ,Cut
546,The dessert was very good...alaska bomb I think...and service was wonderful. Price above average...,2 years ago, 4 stars ,Cut
547,"Great service. Nice selection of bread. The potato bravas is really good. Steak is delicious, kinda melts in your mouth. Of course , steep prices.",2 years ago, 4 stars ,Cut
548,"Impeccable service front start to end.
Wagyu beef was beyond earthly. Every bite was going to heaven.
45 day aged beef well seasoned and surprisingly juicy at every piece. I reckon …",2 years ago, 5 stars ,Cut
549,Had a great celebratory dinner here. Steak was superb,2 years ago, 5 stars ,Cut
550,Very Nice steak,2 years ago, 5 stars ,Cut
551,Pricy,2 years ago, 4 stars ,Cut
552,"over rated. Morton's for me henceforth. service was very suspect, e.g. no call to confirm reservation, asked for service which was not prompt...food was good though...location too noisy for a relaxing chat.",2 years ago, 2 stars ,Cut
553,nice steak,2 years ago, 4 stars ,Cut
554,,2 years ago, 5 stars ,Cut
555,,2 years ago, 5 stars ,Cut
556,"For starters, definitely must try the beef tartare. It's simply too good to miss",2 years ago, 5 stars ,Cut
557,Very excellent food but expensive price,2 years ago, 5 stars ,Cut
558,"Hands down best steak. Ordered the fillet mignon medium rare and it was melting in my mouth. Appetizers and side dishes are tasty as well. Highly recommend the tuna tartar, crab cake, and the potato side dish.",2 years ago, 5 stars ,Cut
559,,2 years ago, 1 star ,Cut
560,"Awesome!!!! Totally worth it. And the service was awesome as the food. We ordered the potatoes as a side which  is shown next to the pork chops, lamb & beef 😁",2 years ago, 5 stars ,Cut
561,,2 years ago, 5 stars ,Cut
562,,2 years ago, 5 stars ,Cut
563,"Had my anniversary dinner here with my wife. We ordered the Australian Wagyu for two, Big Eye Tuna Tartare, and for drinks there was a Rough Love cocktail and a single   of Hakushu 18 year. The Tartare was split for two without even asking …",2 years ago, 5 stars ,Cut
564,Overall food is good; service is ok...but I really do not understand to get a table after 45 mins of your reservation time. Shouldn't it be also considered a big part of good service.,2 years ago, 4 stars ,Cut
565,Possibly one of the best steak experiences in the world.,2 years ago, 5 stars ,Cut
566,,2 years ago, 5 stars ,Cut
567,Some of the best drinks with some of the best bartenders in all of Singapore (or Southeast Asia) and the best steak.,2 years ago, 5 stars ,Cut
568,,2 years ago, 5 stars ,Cut
569,Good food and great wines and cocktails selections by the bartender,2 years ago, 5 stars ,Cut
570,Best steak and service in Singapore. Wonderfully charming and professional yet unobtrusive and friendly. Great mix.,2 years ago, 5 stars ,Cut
571,"Very nice excperience, pizza very good, Like Italian pizza",2 years ago, 5 stars ,Cut
572,,2 years ago, 4 stars ,Cut
573,,2 years ago, 5 stars ,Cut
574,,2 years ago, 4 stars ,Cut
575,Always solid,2 years ago, 5 stars ,Cut
576,,2 years ago, 4 stars ,Cut
577,,2 years ago, 5 stars ,Cut
578,"Service is awesome, steak is as good as it can get. Perfect medium.",3 years ago, 5 stars ,Cut
579,"I mean, I don’t really understand this noisy and dim restaurant serving bulky meat...",3 years ago, 2 stars ,Cut
580,"Fantastic place, best steak ever, not quiet, but had a great atmosphere",3 years ago, 5 stars ,Cut
581,Unique style,3 years ago, 4 stars ,Cut
582,CUT is a fantastic restaurant for steaks but they also have some absolutely amazing signature starters. The wine list is impressive. Top European wines and also from countries like South Africa where you can find a classic like Kanonkop Paul Sauer.,3 years ago, 5 stars ,Cut
583,,3 years ago, 3 stars ,Cut
584,,3 years ago, 4 stars ,Cut
585,Amazing steaks and fantastic cocktails!,3 years ago, 5 stars ,Cut
586,,3 years ago, 5 stars ,Cut
587,Pricey but hefty portions. Wouldn't say it's the best steak I've had but it's a place with a good ambience,3 years ago, 3 stars ,Cut
588,"Very thoughtful and friendly staff!
Food serving was huge and tasty too.",3 years ago, 5 stars ,Cut
589,,3 years ago, 5 stars ,Cut
590,Top,3 years ago, 5 stars ,Cut
591,"Impeccable service, excellent food, and a great wine selection. Had a really enjoyable time here. Place is however a little dark for people who care about taking photos in the restaurant.",3 years ago, 5 stars ,Cut
592,Impeccable service and divine food.  Highly recommend.,3 years ago, 5 stars ,Cut
593,Great service and very good food,3 years ago, 5 stars ,Cut
594,,3 years ago, 5 stars ,Cut
595,Excellent food and service. Lounge menu is especially appropriate for those who do not need a full meal. The steak and fritters is just enough in terms of amount with an excellent price of 50 dollars. …,3 years ago, 5 stars ,Cut
596,Amazing,3 years ago, 5 stars ,Cut
597,"(Translated by Google) Great dinner

(Original)
Ottima cena",3 years ago, 4 stars ,Cut
598,Best steak in Singapore! Get the Porterhouse and warm pretzels!!,3 years ago, 5 stars ,Cut
599,"Good food, atmosphere and service",3 years ago, 4 stars ,Cut
600,"(Translated by Google) The atmosphere is good and the service is excellent.

(Original)
분위기좋고 맛있고 서비스도 훌륭합니다",3 years ago, 5 stars ,Cut
601,,3 years ago, 4 stars ,Cut
602,"Great service, steak was good, not superb.",3 years ago, 4 stars ,Cut
603,"It was about $700 for 3 steaks, a bottle of wine and 2 sides. Tasty tho! Would defo recommend if you have the money to spend",3 years ago, 5 stars ,Cut
604,Service and the quality of food served was excellent,3 years ago, 5 stars ,Cut
605,,3 years ago, 5 stars ,Cut
606,,3 years ago, 5 stars ,Cut
