,Reviews,Restaurant
395,"['this place seems to swear by a very simple concept  fresh and absolutely delicious meat and seafood', ' and it works really well', ' there are no gimmicks and no fuss only well executed dishes', ' ']",TMG
396,"['yummy burgers', ' to die for lobster roll must visit', ' ']",TMG
398,['excellent service and delicious food'],TMG
400,['its just ok for me '],TMG
402,"['this place be famous of burger beef is tender but too oily', ' bacon also not crispy enough', '  almost same price with black tap but that stores burger seems more worth 25']",TMG
404,"['a great place for steak in singapore at a reasonable price', ' a nice wine list too']",TMG
405,"['cosy environment', ' staff helpful and courteous', ' good service and fresh ingredients']",TMG
410,"['nice place to have a relaxing meal', ' really enjoyed my burger', ' the seafood looked really fresh but didnt get to try', ' has a european bistro feel', ' great for lunches']",TMG
414,['good place for lobster'],TMG
417,"['went on a weekday night to check out our ex fav haunt again our 2nd try after new chef came onboard', ' came away disappointed again  ordered crispy pigs ears chewy yes crispy no  check out nuris  capitol for the really good ears and ']",TMG
418,['good food'],TMG
421,['grossly overly porterhouse that has no flavour at all'],TMG
423,"['came here for dinner and had a great time food and service was excellent', ' i ordered the scallops for starters and a steak for the main course both were very good', ' nice place ']",TMG
425,"['im super disappointed with the black angus beef short rib spent 80 plus for nothing', ' there is no seasoning cannot taste anything at all', ' i told the waiter but he only offered to get sauce for me omg', ' and tell me the side of the plate has ']",TMG
426,"['hi calister thank you for your feedback and were sorry to hear about the bad experience', ' well like to reach out to you personally kindly share your email contact with us or drop us an email at infomarketgrill', 'com', 'sg', ' thank you']",TMG
427,"['ive had good steak before but this place is another level', ' friendly attentive staff complete the fantastic dining experience', ' but prices here will make you ask is it really worth it', ' ']",TMG
430,"['located in the historically rich district of telok ayer the decor for the market grill is inspired by traditional oldstyle butcheries and diners the perfect complement to its hearty and robust dishes', ' through the glass doors a haven for ']",TMG
431,"['excellent food and ambience', ' pricey but worth your time']",TMG
432,"['excellent service i would give a 5 star for servicethe burger was brilliant', ' im not a big bread fan so was surprised at how much i liked the burger buns', ' the salad dressing was different fresh tasting and ']",TMG
433,['nice lobster roll and good service'],TMG
437,['good ambience hope to see more menu items'],TMG
442,"['slightly expensive but worth it', ' will go back again']",TMG
443,['great service'],TMG
444,['delicious burgers great location and an all round great place to chill out'],TMG
446,['bad service'],TMG
447,"['food is decent', ' burger is nice', ' lobster roll is decent perhaps give more fries on the lobster roll next time hahaha', ' price point is quite steep perhaps not so value for money but its worth a try  service is pretty good too', ' ']",TMG
448,['food and beer is nice'],TMG
450,['solid lobster'],TMG
453,"['generally the menu is nice with a good spread of burger n steak', ' serving is a bit slow for busy lunch hour in cbd area']",TMG
455,"['went there 1', '30 pm and was told the kitchen was closed']",TMG
456,"['dear deanthank you for leaving a feedback', ' we would like to apologise for the unpleasant experience at the outlet', ' our lunchtime would be from 11', '30am  2', '30pm monsat sun closed and the kitchen should open at 1', '30pm', ' would you kindly drop us an email at infothemarketgrill', 'com', 'sg as we would like to further investigate the situation and make sure our valued guests do not leave with any disappointment', ' once again we apologise for causing you any inconvenience']",TMG
458,['great burgers'],TMG
460,['superb choice for a great dinner'],TMG
462,"['great place for seafood and steak lover', ' cosy and quite place', ' i love the choices of music', ' service is great as well', ' ']",TMG
464,['the portobello burger was flavourful and the patty succulent  definitely one of the best burgers ive had '],TMG
466,"['their guinea rump cap was pretty good the bernaise was pretty good choice along side', ' steak could be cook more evenly instead of having char at the side']",TMG
469,['loved the pig crispy ears and chicken burger with salsa'],TMG
472,"['the blue cheese burger is hands down the best beef burger ive had in singapore', ' lovely atmosphere and drinks too']",TMG
473,['nice food a bit pricey but well worth it kudos'],TMG
475,['nice food a bit pricey but well worth it'],TMG
476,"['their lobbie rolls are good', ' better price point than the other joints out there while providing a very nonintrusive and enjoyable atmosphere', ' i just wish theyd go back to the old lobster roll seasoning because that was the bomb', ' 910']",TMG
477,['great porterhouse steak always'],TMG
480,"['a very nice enviroment for lunch', 'cosy and  friendly']",TMG
481,['burgers were good but a tad pricey'],TMG
483,"['went there in the morning when they just open for business', ' we wanted to try their famous cod fish burger but only to be told they ran out of stock', ' very disappointed', ' ended up trying their beef burger', ' it was ok have had better ones for better price']",TMG
485,"['mussle served in large le creuset rich cream source with lobsters head perhaps', ' kept warm till the last piece', ' satisfied']",TMG
486,"['translated by google two women can eat 4 cups of alcohol  12 oyster  bone marrow  lobster  meat  asparagus for less than  250', ' oysters are small and tasty and creamy', ' meat appears rare so if you usually order a medium rare try ']",TMG
487,['oysters were good and steak yummy too'],TMG
489,['nice food but a little pricey'],TMG
490,['a bit of a hidden gem that doesnt get as much attention as it should'],TMG
491,"['nice trendy restaurant high end french cafeteria style', ' good food and quality presented as such', ' a bit pricey for what you get but its reasonable for singapore', ' overall tasty and would go back', ' liked the bone marrow']",TMG
492,['friendly service'],TMG
493,['the seafood was good but the pork chop was better'],TMG
495,"['nice cost place for lobster and grill', ' the fish selection is a little disappointing only 1 grill barramundi and 1 sword fish burger']",TMG
496,"['visited the market grill for the first time and will definitely not be my last', ' the food was rather impressive and the service staff were attentive', ' loved the open kitchen concept being able to watch the chefs operate is always a delight ']",TMG
497,"['great food excellent service', ' we had the whole lobster the porterhouse and a couple dozen oysters among 3', ' ']",TMG
498,"['it was 3 of us dining and michelle recommended we take the porterhouse steak and lobster', ' excellent choice this is a place to devour your food with your hands we also ended up eating 2x dozen of oysters which was so creamy and delicious', ' am gonna vote this a super non pretentious place with excellent quality of food and service']",TMG
499,['great service and great food'],TMG
500,['great food and great service'],TMG
501,"['great steak and lamb', ' oysters were also good and great staff', ' will go again']",TMG
502,"['excellent lobster roll with generous portions of fresh lobster', ' steak was nicely done', ' service staff were attentive', ' will return again']",TMG
503,['dated food could be improved'],TMG
504,"['lobster roll is very very nice with very generous portion of fresh lobster meat tossed in a tangy sauce', ' also tried the steak which was decent as well', ' bone marrow on the other hand was lacking flavor slightly disappointed', ' if i come back again lobster roll will be my choice']",TMG
505,"['was packed on a friday evening', ' well presented and great dinner', ' though the lobster bisque was a bit weak', ' attentive staff']",TMG
506,"['lobster roll was mediocre and served cold', ' service was not very attentive', ' food was served fast ', ' quality ingredients used']",TMG
507,"['the food is super good and this restaurant is famous make sure to come here and eat b4 u die so that you wont have regrets', ' jkjk']",TMG
509,"['food was fine', ' employees were happy but service needs some attention']",TMG
510,['lobster so good'],TMG
512,['fresh and juicy lobsters that were big service was great as well'],TMG
513,['love the place'],TMG
514,['cozy place and a bit expensive'],TMG
515,['friendly staffs great steak'],TMG
516,['good burger lobster and steak'],TMG
517,"['finally visited the market grill after hearing alot about it and i must say that it lived up to its reputation', ' ']",TMG
519,"['fabulous steaks at reasonable price', ' service was good as well']",TMG
521,['great place for lunch and to watch the chefs in the kitchen from the bar'],TMG
525,"['fresh seafood and good burgers', ' though a little stuffy and warm with the indoor grilling']",TMG
527,['slightly expensive but consist of a nice menu and lobster rolls too'],TMG
528,['we had the bbq burger chicken burger and apple pie tart of the day today and everything was absolutely amazing even my husband loved the pie though hes not a fan of sweets'],TMG
529,"['amazing surf and turf option', ' also one of the best place for steaks in singapore']",TMG
531,['type cafe  dinersignature dish signature burgers lobster slidersmy favourite cw cod fish burger '],TMG
532,['very average steak for 78 there a much better restaurants out there for the same money'],TMG
533,"['lobster was nicely coated with adequate sauce but does not cover up the natural sweetness of fresh lobsters', ' the buns are not overly greasy and has a slight hint of sweetness and charred to feast proportion']",TMG
535,['you will love the prok chops served here'],TMG
536,['great tasting burgers'],TMG
538,"['food was tasty and larger portions so much lobster in the lobster roll but service was a bit slow', ' sitting on bar stools overlooking the cooks was a good show though']",TMG
539,['good lobster but a tad overpriced'],TMG
540,"['i ordered the steak and lobster', 'the steak is the best ive ever had', ' the lobster was great too', 'i think the only draw back is the service could do a little better', ' its not bad just can do better']",TMG
541,"['fresh and sweet lobster roll but thought it was also slightly overpriced', ' had the wagyu chuck rib too but the utensils were severely lacking  the crab cracker were old and worn the steak knife is blunt']",TMG
543,['good place to chill'],TMG
544,['great food very casual'],TMG
545,['steaks are pretty good and i enjoyed the fresh salad'],TMG
546,['steak and lobster'],TMG
