,Unnamed: 0,Review,Date,Stars,Restaurant,feature_descriptors
3021,176,Great food and fantastic customer care!,2 years ago, 5 stars ,Akira,"{'food': ['fantastic'], 'customer': [], 'care': []}"
3022,177,It was good experience to have dinner here. pretty well trained service staff and quite atmosphere. with well balanced korean-western fusion foods created by chef.,2 years ago, 4 stars ,Akira,"{'experience': ['have'], 'dinner': ['here', 'pretty', 'well', 'trained'], 'service': [], 'staff': ['quite'], 'atmosphere': ['well', 'balanced', 'korean', 'western'], 'fusion': [], 'foods': ['created'], 'chef': []}"
3023,178,Being very close to the hotel made this a great option while I was staying at the JW Marriot. The service was the best in singapore so far. I had three different rolls and the wagyu beef fried rice. No regrets. Some of the tables have …,2 years ago, 5 stars ,Akira,"{'hotel': ['made', 'great'], 'option': ['staying'], 'service': ['best'], 'singapore': ['so', 'far', 'had', 'different'], 'rolls': ['wagyu'], 'beef': ['fried'], 'rice': [], 'regrets': [], 'tables': ['have']}"
3025,180,"Good food and great ambience.. Food presentation is superb.. Service is good.. staffs are very attentive.. Definitely coming back..Crispy tofu unlike any other! Staying at hotel near here, we almost went far for good food and we are so glad we didn’t overlook this place. Henry was an excellent server!",2 years ago, 5 stars ,Akira,"{'food': ['are', 'so', 'glad', 'overlook'], 'ambience': [], 'Food': [], 'presentation': ['superb'], 'Service': ['good'], 'staffs': ['very', 'attentive', 'Definitely', 'coming', 'back', 'Crispy'], 'tofu': ['other', 'Staying'], 'hotel': ['here', 'almost', 'went', 'far', 'good'], 'place': ['excellent'], 'server': []}"
3026,181,"It was indeed an amazing dinner with my friends @Akira Back with Nice Ambiance, lovely show plate! Amazing Foods, We had Tuna Pizza my Favorite!!Wagyu Tacos,Hokkaido scallop with kiwi,truffle yuzu sauce,Toro tartare All dishes are amazing …",2 years ago, 5 stars ,Akira,"{'dinner': [], 'friends': ['Back', 'lovely'], 'show': [], 'plate': ['Amazing', 'had'], 'Favorite!!Wagyu': ['scallop'], 'kiwi': [], 'yuzu': [], 'sauce': [], 'tartare': [], 'dishes': ['amazing']}"
3028,183,V v good food,2 years ago, 5 stars ,Akira,"{'V': ['good'], 'food': []}"
3032,187,Delicious food,2 years ago, 5 stars ,Akira,{'food': []}
3033,188,Reasonably priced Japanese fusion food. Highly recommend the truffle tuna pizza which was absolutely delicious.,2 years ago, 4 stars ,Akira,"{'fusion': [], 'food': ['Highly', 'recommend', 'truffle'], 'tuna': [], 'pizza': ['was', 'absolutely', 'delicious']}"
3034,189,"Went there for the weekend brunch. It's okay, not fantastic.

The signature pizza was by far the standout, but the actual Japanese food was …",2 years ago, 4 stars ,Akira,"{'weekend': [], 'brunch': ['okay', 'fantastic'], 'signature': [], 'pizza': ['far'], 'standout': ['actual', 'Japanese'], 'food': ['was']}"
3037,192,Good,2 years ago, 3 stars ,Akira,{}
3038,193,"It has a pricey menu;  an overall soothing atmosphere; but not quite fine dining and not quite casual. Music volume just right, but not quite the right kind of music. Staff were responsive and they do observe good customer service like how …",2 years ago, 4 stars ,Akira,"{'menu': ['overall', 'soothing'], 'atmosphere': ['quite', 'fine'], 'dining': ['quite', 'casual'], 'Music': [], 'volume': ['just', 'right', 'right'], 'kind': [], 'music': [], 'Staff': ['responsive', 'observe', 'good'], 'customer': [], 'service': ['how']}"
3039,194,We had a few dishes at Akira Back. Except for sashimi and sushi every other dish was way too sweet.   The shrimp tempura was more like sweet and sour shrimp that I experienced in the States.  I don't find anything special and can't recommend this place.,2 years ago, 2 stars ,Akira,"{'dishes': ['Back'], 'sashimi': [], 'sushi': ['other'], 'dish': ['way', 'too', 'sweet'], 'shrimp': ['experienced', 'find', 'special', 'recommend'], 'tempura': ['more', 'sweet', 'sour'], 'place': []}"
3041,196,"This is a very nice Japanese restaurant near JW Marriott Hotel south beach. They offer very chic, exquisite food especially the wagyu beef with red, fantastic.",2 years ago, 5 stars ,Akira,"{'restaurant': ['south'], 'beach': ['offer', 'very', 'chic', 'exquisite'], 'food': ['especially', 'wagyu'], 'beef': ['red', 'fantastic']}"
3042,197,Food was excellent indeed but service can be improved. Have to be prompted for tea to be refilled and requesting for things. I celebrated a friend’s birthday and the staff told me they prepared a small dessert and I ordered 2 more dessert …,2 years ago, 4 stars ,Akira,"{'Food': ['excellent', 'indeed'], 'service': ['improved', 'Have', 'prompted'], 'tea': ['refilled', 'requesting'], 'things': ['celebrated'], 'friend': [], 'birthday': [], 'staff': ['told', 'prepared', 'small'], 'dessert': []}"
3043,198,Food was actually pretty good but the portion was ridiculously small. Understand that they are trying to go for the fine dining kinda portion but it should be a bit more substantial given the premium pricing. It was also glaringly obvious …,2 years ago, 3 stars ,Akira,"{'Food': ['actually', 'pretty', 'good'], 'portion': ['be'], 'dining': [], 'kinda': [], 'bit': ['more', 'substantial', 'given'], 'premium': [], 'pricing': ['also', 'glaringly', 'obvious']}"
3044,199,"Good food all round, Love the tuna pizza. A little expensive but you get discount if you are Marriott Bonvoy member.",2 years ago, 4 stars ,Akira,"{'food': ['round', 'Love'], 'tuna': [], 'pizza': ['little', 'expensive', 'get'], 'discount': ['are'], 'member': []}"
3045,200,"5 star all the way.  Exceptional service, clean food and exceptional libations! Get a table with Edwinna and Haqib the best service professionals A++++",2 years ago, 5 stars ,Akira,"{'star': [], 'way': ['Exceptional'], 'service': [], 'food': ['exceptional'], 'libations': ['Get'], 'table': ['best'], 'professionals': []}"
3046,201,"You kinda know a Nobu grad when you look at their menus. Predictable food, pretty pricey and the dinner service was very meh. If you’re gonna have blind spots in your restaurant, at least station a wait staff in that area.",2 years ago, 3 stars ,Akira,"{'grad': ['when', 'look'], 'menus': ['Predictable'], 'food': ['pretty', 'pricey'], 'dinner': [], 'service': ['very', 'meh', 'gon', 'have', 'blind'], 'spots': [], 'restaurant': ['least', 'station', 'wait'], 'staff': [], 'area': []}"
3047,202,"(Translated by Google) A great restaurant ... ambience, service, food and wine card just perfect ... a wonderful dinner ... top price category but worth every euro ... gladly again ... …",2 years ago, 5 stars ,Akira,"{'restaurant': [], 'ambience': [], 'service': [], 'food': [], 'wine': [], 'card': ['just', 'perfect', 'wonderful'], 'dinner': ['top'], 'price': [], 'category': ['worth'], 'euro': ['gladly', 'again']}"
3049,204,"Dear iCo ke7,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your rating on Google.

We are delighted to know that you have had an enjoyable dining experience with us and we would like to thank you for taking the time to communicate your experience to us, as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon and assuring you our best attention at all times!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",2 years ago, 5 stars ,Akira,"{'iCo': [], 'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'rating': ['delighted', 'know', 'had', 'enjoyable'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'service': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'assuring', 'best'], 'attention': [], 'times': ['Warmest', 'regards']}"
3051,206,"Dear yvette yong,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your rating on Google.

We are delighted to know that you have had an enjoyable dining experience with us and we would like to thank you for taking the time to communicate your experience to us, as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon and assuring you our best attention at all times!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",2 years ago, 5 stars ,Akira,"{'yvette': [], 'yong': [], 'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'rating': ['delighted', 'know', 'had', 'enjoyable'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'service': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'assuring', 'best'], 'attention': [], 'times': ['Warmest', 'regards']}"
3053,208,Definitely recommend their dinner combo. Best wagyu I've had in a long time for the main course and a dreamlike desert. Also find it very affordable compare to how good the food is. Added to my list of 'How to have great food without breaking the bank!',2 years ago, 5 stars ,Akira,"{'dinner': [], 'combo': ['Best'], 'wagyu': ['had', 'long'], 'time': ['main'], 'course': ['dreamlike'], 'desert': ['Also', 'find', 'very', 'affordable'], 'compare': ['how', 'good'], 'food': ['breaking'], 'list': ['How', 'have', 'great'], 'bank': []}"
3054,209,"Dear Efe Ozyaba,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

We are intrigued to know that you enjoyed our set dinner menu and we would like to thank you for taking the time to communicate your experience to us as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon and assuring you of our best attention at all times!!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",2 years ago, 4 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'set': [], 'dinner': [], 'menu': ['like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'service': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'assuring', 'best'], 'attention': [], 'times': ['Warmest', 'regards']}"
3055,210,Pricey but good food with great service.  Went in 5 minutes before they close for dinner service but they allowed us to eat at our leisure pace.,2 years ago, 5 stars ,Akira,"{'food': ['great'], 'service': ['allowed', 'eat'], 'minutes': ['close'], 'dinner': [], 'leisure': [], 'pace': []}"
3056,211,"Dear Yi Long Tan,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

Your wonderful compliments to our service team have been passed on and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates and it also enables us to train and encourage all our associates to extend that little extra personal touch to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",2 years ago, 5 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['share'], 'dining': [], 'experience': ['wonderful'], 'compliments': [], 'service': [], 'team': ['passed', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['extend', 'little', 'extra', 'personal'], 'touch': [], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3057,212,Fantastic dinner! The service was excellent and the staff was friendly and attentive. The food was awesome. I would definitely recommend them if you’re in the area.,2 years ago, 2 stars ,Akira,"{'dinner': [], 'service': ['excellent'], 'staff': ['was', 'friendly', 'attentive'], 'food': ['awesome', 'definitely', 'recommend', '’re'], 'area': []}"
3058,213,"Dear Alex Worthen,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

Your wonderful compliments to our service team have been passed on and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates and it also enables us to train and encourage all our associates to extend that little extra personal touch to all our guests.

We are also intrigued to know that you enjoyed the food as much as we do and we would like to thank you for taking the time to communicate your experience to us as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon and assuring you of our best attention at all times!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",2 years ago, 1 star ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'compliments': [], 'service': [], 'team': ['passed', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['extend', 'little', 'extra', 'personal'], 'touch': [], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'assuring', 'best'], 'food': ['as', 'much', 'do', 'like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'product': [], 'hospitality': ['offer'], 'attention': [], 'times': ['Warmest', 'regards']}"
3059,214,"The Damage (no drinks): S$120-180

Hip and upbeat Japanese fusion eatery in the South Beach complex. Service is …",2 years ago, 4 stars ,Akira,"{'Damage': [], 'drinks': ['Hip', 'upbeat', 'Japanese'], 'fusion': [], 'eatery': [], 'complex': [], 'Service': []}"
3060,215,"Dear Eats More Fun,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

Your wonderful compliments to our service team have been passed on and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates.

We are also delighted to know that you enjoyed our dishes such as Line Caught Pacific Halibut as well as the ‘Brother from another Mother’ maki roll; and we would like to thank you for taking the time to communicate your experience to us as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 5 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'compliments': [], 'service': [], 'team': ['passed', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['also', 'delighted', 'know', 'enjoyed'], 'dishes': ['such', 'as', 'well'], 'Brother': [], 'maki': [], 'roll': ['like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3061,216,Very creative Japanese food,3 years ago, 5 stars ,Akira,{'food': []}
3062,217,"Dear Herman Tan,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

We are delighted to know that you have had an enjoyable dining experience with us and we would like to thank you for taking the time to communicate your experience to us, as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon and assuring you our best attention at all times!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 4 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'service': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'assuring', 'best'], 'attention': [], 'times': ['Warmest', 'regards']}"
3063,218,"A really nice place to have dinner. Nice ambience, good food and good service. Chef Akira's creations are really both visually and gastronomically pleasing =)",3 years ago, 5 stars ,Akira,"{'place': ['have'], 'dinner': ['Nice'], 'ambience': ['good'], 'food': ['good'], 'service': [], 'creations': ['really', 'visually', 'gastronomically', 'pleasing']}"
3064,219,"Dear Alex Chin,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

We are delighted to know that you enjoyed the food as much as we do and we would like to thank you for taking the time to communicate your experience to us, as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon and assuring you our best attention at all times!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 4 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'food': ['as', 'much', 'do', 'like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'service': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'assuring', 'best'], 'attention': [], 'times': ['Warmest', 'regards']}"
3066,221,"Dear Shu Wen Chen,

Thank you very much for taking the time to share your experience on Google.

We endeavour to make experiences nothing short of awesome, and, in this case have certainly fared below your expectations. Your feedback is important to us and we will work to continuously enhance and improve our services and products. I would be grateful if you could also get in touch with me directly at ivanov.rotinsulu@marriotthotels.com, so we could have the opportunity to discuss your feedback in greater depth.

Once again, thank you for your patronage and we look forward to the opportunity of welcoming you back in the not too distant future.

Warmest regards,
Ivanov Rotinsulu
Restaurant Assistant Manager - Akira Back
JW Marriott Singapore South Beach",3 years ago, 4 stars ,Akira,"{'time': ['share'], 'experience': ['endeavour', 'make'], 'experiences': ['short', 'awesome'], 'case': ['certainly', 'fared'], 'expectations': [], 'feedback': ['greater'], 'services': [], 'products': ['be', 'grateful', 'also', 'get'], 'touch': ['directly', 'have'], 'opportunity': ['welcoming', 'back', 'too', 'distant'], 'depth': ['Once', 'again', 'thank'], 'patronage': ['look', 'forward'], 'future': ['Warmest', 'regards', 'Back']}"
3067,222,Ordered lunch set. Food is not bad but the portion at that price is only enough to feed a bird.,3 years ago, 5 stars ,Akira,"{'lunch': [], 'set': [], 'Food': ['bad'], 'portion': [], 'price': ['is', 'only', 'enough', 'feed'], 'bird': []}"
3068,223,"Dear Gina Goh,

Thank you very much for taking the time to share your experience on Google.

We endeavour to make experiences nothing short of memorable, and, in this case have certainly fared below your expectations. Your feedback is important to us and have been shared with our culinary team. I would be grateful if you could also get in touch with me directly at ivanov.rotinsulu@marriotthotels.com, so we could have the opportunity to discuss your feedback in greater depth.

Once again, thank you for your patronage and we look forward to the opportunity of welcoming you back in the not too distant future.

Warmest regards,
Ivanov Rotinsulu
Restaurant Assistant Manager - Akira Back
JW Marriott Singapore South Beach",3 years ago, 5 stars ,Akira,"{'time': ['share'], 'experience': ['endeavour', 'make'], 'experiences': ['short', 'memorable'], 'case': ['certainly', 'fared'], 'expectations': [], 'feedback': ['greater'], 'team': ['be', 'grateful', 'also', 'get'], 'touch': ['directly', 'have'], 'opportunity': ['welcoming', 'back', 'too', 'distant'], 'depth': ['Once', 'again', 'thank'], 'patronage': ['look', 'forward'], 'future': ['Warmest', 'regards', 'Back']}"
3069,224,"Overall experience was very pleasant and food was delicious. Wagyu beef taco was very unique with a healthy spin, using taro shells which complemented the tender beef (though perhaps a little messy to eat!). King crab fried rice was …",3 years ago, 5 stars ,Akira,"{'experience': ['very', 'pleasant'], 'food': ['was', 'delicious', 'Wagyu'], 'beef': ['perhaps', 'little', 'messy', 'eat'], 'taco': ['very', 'unique', 'healthy'], 'spin': ['using'], 'taro': [], 'shells': ['complemented'], 'tender': [], 'crab': ['fried'], 'rice': []}"
3070,225,"Dear Stefie Tan,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

We are delighted to know that you enjoyed the food as much as we do and we would like to thank you for taking the time to communicate your experience to us, as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 4 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'food': ['as', 'much', 'do', 'like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'service': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3071,226,"Wonderful lunch! Food of lunch set was fresh and delicious. Also, The reception lady provided excellent service. She offer me newspaper when she saw me to have lunch alone. Very caring.",3 years ago, 5 stars ,Akira,"{'lunch': ['alone', 'Very', 'caring'], 'Food': [], 'set': ['fresh', 'delicious', 'Also'], 'reception': [], 'lady': ['provided', 'excellent'], 'service': ['offer'], 'newspaper': ['when', 'saw', 'have']}"
3072,227,"Dear mei yuk Tse,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

Your wonderful compliments to our service team especially Ms. Celine Lee which you specifically singled out have been passed on and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates.

We are also excited to know that you enjoyed the food as much as we do and we would like to thank you for taking the time to communicate your experience to us, as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon and assuring you of our best attention at all times!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 5 stars ,Akira,"{'mei': [], 'yuk': [], 'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'compliments': [], 'service': [], 'team': ['especially', 'specifically', 'singled', 'passed', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['also', 'excited', 'know', 'enjoyed'], 'food': ['as', 'much', 'do', 'like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'assuring', 'best'], 'attention': [], 'times': ['Warmest', 'regards']}"
3073,228,I truly enjoyed the dining experience here. I had the tasting menu with sushi and it was wonderful. The wagyu course was a standout but everything was good. The sake was also quite good. The service was extremely attentive. It is expensive but you get what you pay for. I would highly recommend this place for a nice meal out.,3 years ago, 5 stars ,Akira,"{'dining': [], 'experience': ['here', 'had', 'tasting'], 'menu': [], 'sushi': ['was', 'wonderful', 'wagyu'], 'course': [], 'standout': ['good'], 'sake': ['also', 'quite', 'good'], 'service': ['extremely', 'attentive', 'expensive', 'get', 'pay', 'highly', 'recommend'], 'place': ['nice'], 'meal': []}"
3074,229,"Dear Joanna O,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your dining experience on Google.

Your wonderful compliments to our service team have been passed on and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates.

We are delighted to know that you enjoyed the food as much as we do and we would like to thank you for taking the time to communicate your experience to us, as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 5 stars ,Akira,"{'O': [], 'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'dining': [], 'experience': ['is', 'only', 'such', 'constant'], 'compliments': [], 'service': [], 'team': ['passed', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['delighted', 'know', 'enjoyed'], 'food': ['as', 'much', 'do', 'like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3075,230,Their pizza is great. Also should try the spicy miso,3 years ago, 4 stars ,Akira,"{'pizza': ['great', 'Also', 'try', 'spicy'], 'miso': []}"
3076,231,"Dear Arc M,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your experience on Google.

We are delighted to know that you enjoyed the food especially our signature AB Pizza and Spicy Miso Soup; and we would like to thank you for taking the time to communicate your experience to us as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 4 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'experience': ['is', 'only', 'such', 'constant'], 'food': ['especially'], 'signature': ['like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'service': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3077,232,Great lunch set.,3 years ago, 3 stars ,Akira,"{'lunch': [], 'set': []}"
3078,233,"Dear Gregory Waldron,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your experience on Google.

We are delighted to know that you enjoyed the food and we would like to thank you for taking the time to communicate your experience to us as it is only with such constant feedback that we can endeavour to maintain and improve the levels of service, product and hospitality we offer to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 1 star ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'experience': ['is', 'only', 'such', 'constant'], 'food': ['like', 'thank', 'taking'], 'feedback': ['endeavour', 'maintain', 'improve'], 'levels': [], 'service': [], 'product': [], 'hospitality': ['offer'], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3079,234,"This is located at level 1 at JW Marriott. They serve Japanese fusion, with good presentation and their dessert menu is also good. The tuna pizza is really worth trying.",3 years ago, 4 stars ,Akira,"{'level': ['serve', 'Japanese'], 'fusion': ['good'], 'presentation': [], 'dessert': [], 'menu': ['is', 'also', 'good'], 'tuna': [], 'pizza': ['really', 'worth', 'trying']}"
3080,235,"Dear Sze Wee Tan,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your experience on Google as well.

We are intrigued to know that you enjoyed the food and we would like to thank you for taking the time to communicate your experience to us as I am sure you will agree, that compliments such as yours, are a great motivator for all our associates.

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 1 star ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'experience': ['am', 'sure', 'agree', 'compliments', 'such'], 'food': ['like', 'thank', 'taking'], 'yours': ['great'], 'motivator': [], 'associates': ['Warmest', 'regards']}"
3081,236,"1. I chewed tissue in fish, the second dish in the set menu

2. It took me exactly 20 minutes to wait between dish. …",3 years ago, 3 stars ,Akira,"{'tissue': [], 'fish': ['second'], 'dish': [], 'set': [], 'menu': ['took', 'exactly'], 'minutes': ['wait']}"
3082,237,A lovely repertoire of dishes done modern korean-japanese style. The star dishes certainly delivered. Not quite on par was the service though ...  no explanation of the dishes was provided when served. A pity. The ambience was lovely and the location at the South Beach conplex upped the glam factor.,3 years ago, 4 stars ,Akira,"{'repertoire': [], 'dishes': ['provided', 'when', 'served'], 'style': [], 'star': [], 'par': [], 'service': ['though'], 'explanation': [], 'pity': [], 'ambience': ['lovely'], 'location': [], 'conplex': ['upped', 'glam'], 'factor': []}"
